date,time,home,away,competition,title,url
2025-05-25,21:45,فينيزيا,يوفنتوس | يلاكورة,serie a,مباراة فينيزيا و يوفنتوس | يلاكورة,https://www.yallakora.com/serie-a/2910/match/103014/%d9%81%d9%8a%d9%86%d9%8a%d8%b2%d9%8a%d8%a7-%d9%8a%d9%88%d9%81%d9%86%d8%aa%d9%88%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-05-25,21:45,لاتسيو,ليتشي | يلاكورة,serie a,مباراة لاتسيو و ليتشي | يلاكورة,https://www.yallakora.com/serie-a/2910/match/103020/%d9%84%d8%a7%d8%aa%d8%b3%d9%8a%d9%88-%d9%84%d9%8a%d8%aa%d8%b4%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-05-25,22:00,أتلتيك بلباو,برشلونة | يلاكورة,la liga,مباراة أتلتيك بلباو و برشلونة | يلاكورة,https://www.yallakora.com/la-liga/2907/match/103269/%d8%a3%d8%aa%d9%84%d8%aa%d9%8a%d9%83-%d8%a8%d9%84%d8%a8%d8%a7%d9%88--%d8%a8%d8%b1%d8%b4%d9%84%d9%88%d9%86%d8%a9--%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a
2025-05-26,20:00,هاتاي سبور,فنربخشة | يلاكورة,turkish super lig,مباراة هاتاي سبور و فنربخشة | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102980/%d9%87%d8%a7%d8%aa%d8%a7%d9%8a-%d8%b3%d8%a8%d9%88%d8%b1-%d9%81%d9%86%d8%b1%d8%a8%d8%ae%d8%b4%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-26,21:00,الاتحاد,ضمك | يلاكورة,ksa league,مباراة الاتحاد و ضمك | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103442/%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%b6%d9%85%d9%83-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الاتفـــــاق,الوحدة | يلاكورة,ksa league,مباراة الاتفـــــاق و الوحدة | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103443/%d8%a7%d9%84%d8%a7%d8%aa%d9%81%d9%80%d9%80%d9%80%d9%80%d9%80%d8%a7%d9%82-%d8%a7%d9%84%d9%88%d8%ad%d8%af%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الخليج,الأخدود | يلاكورة,ksa league,مباراة الخليج و الأخدود | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103446/%d8%a7%d9%84%d8%ae%d9%84%d9%8a%d8%ac-%d8%a7%d9%84%d8%a3%d8%ae%d8%af%d9%88%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الرائد,الخلود | يلاكورة,ksa league,مباراة الرائد و الخلود | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103439/%d8%a7%d9%84%d8%b1%d8%a7%d8%a6%d8%af-%d8%a7%d9%84%d8%ae%d9%84%d9%88%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الرياض,أهلي جدة | يلاكورة,ksa league,مباراة الرياض و أهلي جدة | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103441/%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a3%d9%87%d9%84%d9%8a-%d8%ac%d8%af%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,العروبة,التعاون | يلاكورة,ksa league,مباراة العروبة و التعاون | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103445/%d8%a7%d9%84%d8%b9%d8%b1%d9%88%d8%a8%d8%a9--%d8%a7%d9%84%d8%aa%d8%b9%d8%a7%d9%88%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الفتح,النصر | يلاكورة,ksa league,مباراة الفتح و النصر | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103444/%d8%a7%d9%84%d9%81%d8%aa%d8%ad-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الفيحاء,الشباب | يلاكورة,ksa league,مباراة الفيحاء و الشباب | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103440/%d8%a7%d9%84%d9%81%d9%8a%d8%ad%d8%a7%d8%a1-%d8%a7%d9%84%d8%b4%d8%a8%d8%a7%d8%a8-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-26,21:00,الهلال,القادسية | يلاكورة,ksa league,مباراة الهلال و القادسية | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/103438/%d8%a7%d9%84%d9%87%d9%84%d8%a7%d9%84-%d8%a7%d9%84%d9%82%d8%a7%d8%af%d8%b3%d9%8a%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-05-27,18:00,الاتحاد السكندري,الأهلي | يلاكورة,basketball,مباراة الاتحاد السكندري و الأهلي | يلاكورة,https://www.yallakora.com/basketball/2825/match/103530/%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%a7%d9%84%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d8%a9
2025-05-28,22:00,ريال بيتيس,تشيلسي | يلاكورة,uefa europa conference league,مباراة ريال بيتيس و تشيلسي | يلاكورة,https://www.yallakora.com/uefa-europa-conference-league/2919/match/103461/%d8%b1%d9%8a%d8%a7%d9%84-%d8%a8%d9%8a%d8%aa%d9%8a%d8%b3-%d8%aa%d8%b4%d9%8a%d9%84%d8%b3%d9%8a--%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%a4%d8%aa%d9%85%d8%b1-%d8%a7%d9%84%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d9%8a
2025-05-29,18:00,الأهلي,الاتحاد السكندري | يلاكورة,basketball,مباراة الأهلي و الاتحاد السكندري | يلاكورة,https://www.yallakora.com/basketball/2825/match/103531/%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%a7%d9%84%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d8%a9
2025-05-30,20:00,انطاليا سبور,طرابزون سبور | يلاكورة,turkish super lig,مباراة انطاليا سبور و طرابزون سبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102989/%d8%a7%d9%86%d8%b7%d8%a7%d9%84%d9%8a%d8%a7-%d8%b3%d8%a8%d9%88%d8%b1-%d8%b7%d8%b1%d8%a7%d8%a8%d8%b2%d9%88%d9%86-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-30,20:00,جالاتا سراي,إسطنبول باشاكشهير | يلاكورة,turkish super lig,مباراة جالاتا سراي و إسطنبول باشاكشهير | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102992/%d8%ac%d8%a7%d9%84%d8%a7%d8%aa%d8%a7-%d8%b3%d8%b1%d8%a7%d9%8a-%d8%a5%d8%b3%d8%b7%d9%86%d8%a8%d9%88%d9%84-%d8%a8%d8%a7%d8%b4%d8%a7%d9%83%d8%b4%d9%87%d9%8a%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-30,20:00,قاسم باشا,جوزتيبي | يلاكورة,turkish super lig,مباراة قاسم باشا و جوزتيبي | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102988/%d9%82%d8%a7%d8%b3%d9%85-%d8%a8%d8%a7%d8%b4%d8%a7-%d8%ac%d9%88%d8%b2%d8%aa%d9%8a%d8%a8%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-31,16:00,ريزه سبور,هاتاي سبور | يلاكورة,turkish super lig,مباراة ريزه سبور و هاتاي سبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102985/%d8%b1%d9%8a%d8%b2%d9%87-%d8%b3%d8%a8%d9%88%d8%b1-%d9%87%d8%a7%d8%aa%d8%a7%d9%8a-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-31,16:00,فنربخشة,قونيا سبور | يلاكورة,turkish super lig,مباراة فنربخشة و قونيا سبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102986/%d9%81%d9%86%d8%b1%d8%a8%d8%ae%d8%b4%d8%a9-%d9%82%d9%88%d9%86%d9%8a%d8%a7-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-31,18:00,الأهلي,الاتحاد السكندري | يلاكورة,basketball,مباراة الأهلي و الاتحاد السكندري | يلاكورة,https://www.yallakora.com/basketball/2825/match/103584/%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%a7%d9%84%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d8%a9
2025-05-31,19:00,أضنة دمير سبور,غازي عنتاب بي.بي.كي | يلاكورة,turkish super lig,مباراة أضنة دمير سبور و غازي عنتاب بي.بي.كي | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102991/%d8%a3%d8%b6%d9%86%d8%a9-%d8%af%d9%85%d9%8a%d8%b1-%d8%b3%d8%a8%d9%88%d8%b1-%d8%ba%d8%a7%d8%b2%d9%8a-%d8%b9%d9%86%d8%aa%d8%a7%d8%a8-%d8%a8%d9%8a-%d8%a8%d9%8a-%d9%83%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-31,19:00,ألانيا سبور,سيفاسبور | يلاكورة,turkish super lig,مباراة ألانيا سبور و سيفاسبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102984/%d8%a3%d9%84%d8%a7%d9%86%d9%8a%d8%a7-%d8%b3%d8%a8%d9%88%d8%b1-%d8%b3%d9%8a%d9%81%d8%a7%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-05-31,19:00,الوداد البيضاوي,بورتو | يلاكورة,friendly matches club,مباراة الوداد البيضاوي و بورتو | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/103571/%d8%a7%d9%84%d9%88%d8%af%d8%a7%d8%af-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d9%88%d9%8a-%d8%a8%d9%88%d8%b1%d8%aa%d9%88-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2025-06-01,17:00,الاتحاد السكندري,الأهلي | يلاكورة,basketball,مباراة الاتحاد السكندري و الأهلي | يلاكورة,https://www.yallakora.com/basketball/2825/match/103616/%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%a7%d9%84%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d8%a9
2025-06-01,19:00,بودرامسبور,بشكتاش | يلاكورة,turkish super lig,مباراة بودرامسبور و بشكتاش | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102987/%d8%a8%d9%88%d8%af%d8%b1%d8%a7%d9%85%d8%b3%d8%a8%d9%88%d8%b1-%d8%a8%d8%b4%d9%83%d8%aa%d8%a7%d8%b4-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-06-01,19:00,سامسون سبور,قيصري سبور | يلاكورة,turkish super lig,مباراة سامسون سبور و قيصري سبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/102990/%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86-%d8%b3%d8%a8%d9%88%d8%b1-%d9%82%d9%8a%d8%b5%d8%b1%d9%8a-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-06-02,20:30,تونس,بوركينا فاسو | يلاكورة,friendly matches nations,مباراة تونس و بوركينا فاسو | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103591/%d8%aa%d9%88%d9%86%d8%b3-%d8%a8%d9%88%d8%b1%d9%83%d9%8a%d9%86%d8%a7-%d9%81%d8%a7%d8%b3%d9%88--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-04,20:00,الإسماعيلي,سيراميكا كليوباترا | يلاكورة,egyptian league cup,مباراة الإسماعيلي و سيراميكا كليوباترا | يلاكورة,https://www.yallakora.com/egyptian-league-cup/2950/match/103554/%d8%a7%d9%84%d8%a5%d8%b3%d9%85%d8%a7%d8%b9%d9%8a%d9%84%d9%8a-%d8%b3%d9%8a%d8%b1%d8%a7%d9%85%d9%8a%d9%83%d8%a7-%d9%83%d9%84%d9%8a%d9%88%d8%a8%d8%a7%d8%aa%d8%b1%d8%a7-%d9%83%d8%a3%d8%b3-%d8%b1%d8%a7%d8%a8%d8%b7%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d8%af%d9%8a%d8%a9-
2025-06-04,20:00,البنك الاهلي,إنبي | يلاكورة,egyptian league cup,مباراة البنك الاهلي و إنبي | يلاكورة,https://www.yallakora.com/egyptian-league-cup/2950/match/103555/%d8%a7%d9%84%d8%a8%d9%86%d9%83-%d8%a7%d9%84%d8%a7%d9%87%d9%84%d9%8a-%d8%a5%d9%86%d8%a8%d9%8a-%d9%83%d8%a3%d8%b3-%d8%b1%d8%a7%d8%a8%d8%b7%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d8%af%d9%8a%d8%a9-
2025-06-05,14:10,أستراليا,اليــــابان | يلاكورة,world cup asia qualifiers 2018,مباراة أستراليا و اليــــابان | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102773/%d8%a3%d8%b3%d8%aa%d8%b1%d8%a7%d9%84%d9%8a%d8%a7-%d8%a7%d9%84%d9%8a%d9%80%d9%80%d9%80%d9%80%d8%a7%d8%a8%d8%a7%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,16:45,اندونيسيا,الصين | يلاكورة,world cup asia qualifiers 2018,مباراة اندونيسيا و الصين | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102766/%d8%a7%d9%86%d8%af%d9%88%d9%86%d9%8a%d8%b3%d9%8a%d8%a7-%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,19:00,الإمارات,أوزبكستان | يلاكورة,world cup asia qualifiers 2018,مباراة الإمارات و أوزبكستان | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102770/%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa-%d8%a3%d9%88%d8%b2%d8%a8%d9%83%d8%b3%d8%aa%d8%a7%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,19:00,البـــحرين,السعودية | يلاكورة,world cup asia qualifiers 2018,مباراة البـــحرين و السعودية | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102767/%d8%a7%d9%84%d8%a8%d9%80%d9%80%d9%80%d8%ad%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,19:00,الجزائر,رواندا | يلاكورة,friendly matches nations,مباراة الجزائر و رواندا | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103585/%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1--%d8%b1%d9%88%d8%a7%d9%86%d8%af%d8%a7--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-05,19:00,عمان,الأردن | يلاكورة,world cup asia qualifiers 2018,مباراة عمان و الأردن | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102771/%d8%b9%d9%85%d8%a7%d9%86-%d8%a7%d9%84%d8%a3%d8%b1%d8%af%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,20:30,بيراميدز,الزمالك | يلاكورة,egypt cup,مباراة بيراميدز و الزمالك | يلاكورة,https://www.yallakora.com/egypt-cup/2956/match/102624/%d8%a8%d9%8a%d8%b1%d8%a7%d9%85%d9%8a%d8%af%d8%b2-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%84%d9%83-%d9%83%d8%a3%d8%b3-%d9%85%d8%b5%d8%b1
2025-06-05,21:00,الكونغو الديمقراطية,مالي | يلاكورة,friendly matches nations,مباراة الكونغو الديمقراطية و مالي | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103586/%d8%a7%d9%84%d9%83%d9%88%d9%86%d8%ba%d9%88-%d8%a7%d9%84%d8%af%d9%8a%d9%85%d9%82%d8%b1%d8%a7%d8%b7%d9%8a%d8%a9--%d9%85%d8%a7%d9%84%d9%8a--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-05,21:15,العراق,كوريا الجنوبية | يلاكورة,world cup asia qualifiers 2018,مباراة العراق و كوريا الجنوبية | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102772/%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82-%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,21:15,الكويت,فلسطين | يلاكورة,world cup asia qualifiers 2018,مباراة الكويت و فلسطين | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102765/%d8%a7%d9%84%d9%83%d9%88%d9%8a%d8%aa-%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,21:15,قطر,إيران | يلاكورة,world cup asia qualifiers 2018,مباراة قطر و إيران | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102769/%d9%82%d8%b7%d8%b1-%d8%a5%d9%8a%d8%b1%d8%a7%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-05,21:15,كوريا الشمالية,قيرجيزستان | يلاكورة,world cup asia qualifiers 2018,مباراة كوريا الشمالية و قيرجيزستان | يلاكورة,https://www.yallakora.com/world-cup-asia-qualifiers-2018/2896/match/102768/%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%d8%a9-%d9%82%d9%8a%d8%b1%d8%ac%d9%8a%d8%b2%d8%b3%d8%aa%d8%a7%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a2%d8%b3%d9%8a%d8%a7
2025-06-06,02:00,إكوادور,البرازيل | يلاكورة,world cup amrica qualifiers,مباراة إكوادور و البرازيل | يلاكورة,https://www.yallakora.com/world-cup-amrica-qualifiers/2859/match/103544/%d8%a5%d9%83%d9%88%d8%a7%d8%af%d9%88%d8%b1-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9
2025-06-06,02:00,باراجواي,أوروجواي | يلاكورة,world cup amrica qualifiers,مباراة باراجواي و أوروجواي | يلاكورة,https://www.yallakora.com/world-cup-amrica-qualifiers/2859/match/103545/%d8%a8%d8%a7%d8%b1%d8%a7%d8%ac%d9%88%d8%a7%d9%8a-%d8%a3%d9%88%d8%b1%d9%88%d8%ac%d9%88%d8%a7%d9%8a-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9
2025-06-06,04:00,تشيلي,الأرجنتين | يلاكورة,world cup amrica qualifiers,مباراة تشيلي و الأرجنتين | يلاكورة,https://www.yallakora.com/world-cup-amrica-qualifiers/2859/match/103546/%d8%aa%d8%b4%d9%8a%d9%84%d9%8a-%d8%a7%d9%84%d8%a3%d8%b1%d8%ac%d9%86%d8%aa%d9%8a%d9%86-%d8%aa%d8%b5%d9%81%d9%8a%d8%a7%d8%aa-%d9%83%d8%a3%d8%b3-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9
2025-06-06,18:00,كوريا الجنوبية,كولومبيا | يلاكورة,friendly matches nations,مباراة كوريا الجنوبية و كولومبيا | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103625/%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%ac%d9%86%d9%88%d8%a8%d9%8a%d8%a9-%d9%83%d9%88%d9%84%d9%88%d9%85%d8%a8%d9%8a%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-06,20:00,روسيا,نيجيريا | يلاكورة,friendly matches nations,مباراة روسيا و نيجيريا | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103588/%d8%b1%d9%88%d8%b3%d9%8a%d8%a7-%d9%86%d9%8a%d8%ac%d9%8a%d8%b1%d9%8a%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2025-06-06,20:00,زامبيا,السودان | يلاكورة,friendly matches nations,مباراة زامبيا و السودان | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/103587/%d8%b2%d8%a7%d9%85%d8%a8%d9%8a%d8%a7-%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d9%86-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
